Sec,	Num,	Datetime(utc)
1663,	052,	2017-09-24 21:43:00
1664,	049,	2017-09-24 21:44:00
1665,	033,	2017-09-24 21:45:00
1666,	021,	2017-09-24 21:46:00
1667,	058,	2017-09-24 21:47:00
1668,	124,	2017-09-24 21:48:00
1669,	086,	2017-09-24 21:49:00
1670,	114,	2017-09-24 21:50:00
1671,	038,	2017-09-24 21:51:00
1672,	028,	2017-09-24 21:52:00
1673,	051,	2017-09-24 21:53:00
1674,	044,	2017-09-24 21:54:00
1675,	037,	2017-09-24 21:55:00
1676,	052,	2017-09-24 21:56:00
1677,	062,	2017-09-24 21:57:00
1678,	037,	2017-09-24 21:58:00
1679,	047,	2017-09-24 21:59:00
1680,	054,	2017-09-24 22:00:00
1681,	067,	2017-09-24 22:01:00
1682,	062,	2017-09-24 22:02:00
1683,	052,	2017-09-24 22:03:00
1684,	041,	2017-09-24 22:04:00
1685,	071,	2017-09-24 22:05:00
1686,	064,	2017-09-24 22:06:00
1687,	053,	2017-09-24 22:07:00
1688,	176,	2017-09-24 22:08:00
1689,	099,	2017-09-24 22:09:00
1690,	078,	2017-09-24 22:10:00
1691,	092,	2017-09-24 22:11:00
1692,	116,	2017-09-24 22:12:00
1693,	174,	2017-09-24 22:13:00
1694,	200,	2017-09-24 22:14:00
1695,	145,	2017-09-24 22:15:00
1696,	098,	2017-09-24 22:16:00
1697,	141,	2017-09-24 22:17:00
1698,	149,	2017-09-24 22:18:00
1699,	127,	2017-09-24 22:19:00
1700,	089,	2017-09-24 22:20:00
1701,	405,	2017-09-24 22:21:00
1702,	382,	2017-09-24 22:22:00
1703,	181,	2017-09-24 22:23:00
1704,	108,	2017-09-24 22:24:00
1705,	096,	2017-09-24 22:25:00
1706,	210,	2017-09-24 22:26:00
1707,	085,	2017-09-24 22:27:00
1708,	087,	2017-09-24 22:28:00
1709,	057,	2017-09-24 22:29:00
1710,	052,	2017-09-24 22:30:00
1711,	050,	2017-09-24 22:31:00
1712,	023,	2017-09-24 22:32:00
1713,	068,	2017-09-24 22:33:00
1714,	101,	2017-09-24 22:34:00
1715,	094,	2017-09-24 22:35:00
1716,	073,	2017-09-24 22:36:00
1717,	057,	2017-09-24 22:37:00
1718,	116,	2017-09-24 22:38:00
1719,	049,	2017-09-24 22:39:00
1720,	019,	2017-09-24 22:40:00
1721,	088,	2017-09-24 22:41:00
1722,	028,	2017-09-24 22:42:00
1723,	157,	2017-09-24 22:43:00
1724,	118,	2017-09-24 22:44:00
1725,	139,	2017-09-24 22:45:00
1726,	090,	2017-09-24 22:46:00
1727,	069,	2017-09-24 22:47:00
1728,	044,	2017-09-24 22:48:00
1729,	047,	2017-09-24 22:49:00
1730,	037,	2017-09-24 22:50:00
1731,	022,	2017-09-24 22:51:00
1732,	017,	2017-09-24 22:52:00
1733,	122,	2017-09-24 22:53:00
1734,	115,	2017-09-24 22:54:00
1735,	099,	2017-09-24 22:55:00
1736,	019,	2017-09-24 22:56:00
1737,	026,	2017-09-24 22:57:00
1738,	060,	2017-09-24 22:58:00
1739,	095,	2017-09-24 22:59:00
1740,	091,	2017-09-24 23:00:00
1741,	040,	2017-09-24 23:01:00
1742,	072,	2017-09-24 23:02:00
1743,	049,	2017-09-24 23:03:00
1744,	070,	2017-09-24 23:04:00
1745,	037,	2017-09-24 23:05:00
1746,	076,	2017-09-24 23:06:00
1747,	046,	2017-09-24 23:07:00
1748,	049,	2017-09-24 23:08:00
1749,	109,	2017-09-24 23:09:00
1750,	019,	2017-09-24 23:10:00
1751,	040,	2017-09-24 23:11:00
1752,	033,	2017-09-24 23:12:00
1753,	036,	2017-09-24 23:13:00
1754,	061,	2017-09-24 23:14:00
1755,	049,	2017-09-24 23:15:00
1756,	032,	2017-09-24 23:16:00
1757,	117,	2017-09-24 23:17:00
1758,	096,	2017-09-24 23:18:00
1759,	037,	2017-09-24 23:19:00
1760,	112,	2017-09-24 23:20:00
1761,	083,	2017-09-24 23:21:00
1762,	034,	2017-09-24 23:22:00
1763,	040,	2017-09-24 23:23:00
1764,	046,	2017-09-24 23:24:00
1765,	054,	2017-09-24 23:25:00
1766,	037,	2017-09-24 23:26:00
1767,	050,	2017-09-24 23:27:00
1768,	080,	2017-09-24 23:28:00
1769,	032,	2017-09-24 23:29:00
1770,	069,	2017-09-24 23:30:00
1771,	062,	2017-09-24 23:31:00
1772,	066,	2017-09-24 23:32:00
1773,	015,	2017-09-24 23:33:00
1774,	022,	2017-09-24 23:34:00
1775,	043,	2017-09-24 23:35:00
1776,	034,	2017-09-24 23:36:00
1777,	022,	2017-09-24 23:37:00
1778,	051,	2017-09-24 23:38:00
1779,	163,	2017-09-24 23:39:00
1780,	113,	2017-09-24 23:40:00
1781,	050,	2017-09-24 23:41:00
1782,	025,	2017-09-24 23:42:00
1783,	038,	2017-09-24 23:43:00
1784,	107,	2017-09-24 23:44:00
1785,	291,	2017-09-24 23:45:00
1786,	043,	2017-09-24 23:46:00
1787,	137,	2017-09-24 23:47:00
1788,	071,	2017-09-24 23:48:00
1789,	034,	2017-09-24 23:49:00
1790,	079,	2017-09-24 23:50:00
1791,	080,	2017-09-24 23:51:00
1792,	046,	2017-09-24 23:52:00
1793,	055,	2017-09-24 23:53:00
1794,	168,	2017-09-24 23:54:00
1795,	138,	2017-09-24 23:55:00
1796,	178,	2017-09-24 23:56:00
1797,	110,	2017-09-24 23:57:00
1798,	084,	2017-09-24 23:58:00
1800,	138,	2017-09-25 00:00:00
1801,	084,	2017-09-25 00:01:00
1802,	100,	2017-09-25 00:02:00
1803,	105,	2017-09-25 00:03:00
1804,	145,	2017-09-25 00:04:00
1805,	070,	2017-09-25 00:05:00
1806,	178,	2017-09-25 00:06:00
1807,	140,	2017-09-25 00:07:00
1808,	089,	2017-09-25 00:08:00
1809,	200,	2017-09-25 00:09:00
1810,	070,	2017-09-25 00:10:00
1811,	032,	2017-09-25 00:11:00
1812,	028,	2017-09-25 00:12:00
1813,	018,	2017-09-25 00:13:00
1814,	035,	2017-09-25 00:14:00
1815,	019,	2017-09-25 00:15:00
1816,	022,	2017-09-25 00:16:00
1817,	026,	2017-09-25 00:17:00
1818,	021,	2017-09-25 00:18:00
1819,	090,	2017-09-25 00:19:00
1820,	052,	2017-09-25 00:20:00
1821,	042,	2017-09-25 00:21:00
1822,	031,	2017-09-25 00:22:00
1823,	063,	2017-09-25 00:23:00
1824,	024,	2017-09-25 00:24:00
1825,	060,	2017-09-25 00:25:00
1826,	027,	2017-09-25 00:26:00
1827,	069,	2017-09-25 00:27:00
1828,	052,	2017-09-25 00:28:00
1829,	033,	2017-09-25 00:29:00
1830,	086,	2017-09-25 00:30:00
1831,	096,	2017-09-25 00:31:00
1832,	060,	2017-09-25 00:32:00
1833,	029,	2017-09-25 00:33:00
1834,	031,	2017-09-25 00:34:00
1835,	028,	2017-09-25 00:35:00
1836,	027,	2017-09-25 00:36:00
1837,	022,	2017-09-25 00:37:00
1838,	030,	2017-09-25 00:38:00
1839,	051,	2017-09-25 00:39:00
1840,	066,	2017-09-25 00:40:00
1841,	038,	2017-09-25 00:41:00
1842,	041,	2017-09-25 00:42:00
1843,	045,	2017-09-25 00:43:00
1844,	022,	2017-09-25 00:44:00
1845,	032,	2017-09-25 00:45:00
1846,	066,	2017-09-25 00:46:00
1847,	029,	2017-09-25 00:47:00
1848,	035,	2017-09-25 00:48:00
1849,	050,	2017-09-25 00:49:00
1850,	045,	2017-09-25 00:50:00
1851,	068,	2017-09-25 00:51:00
1852,	101,	2017-09-25 00:52:00
1853,	071,	2017-09-25 00:53:00
1854,	049,	2017-09-25 00:54:00
1855,	012,	2017-09-25 00:55:00
1856,	020,	2017-09-25 00:56:00
1857,	028,	2017-09-25 00:57:00
1858,	031,	2017-09-25 00:58:00
1859,	065,	2017-09-25 00:59:00
1860,	053,	2017-09-25 01:00:00
1861,	086,	2017-09-25 01:01:00
1862,	083,	2017-09-25 01:02:00
1863,	072,	2017-09-25 01:03:00
1864,	020,	2017-09-25 01:04:00
1865,	049,	2017-09-25 01:05:00
1866,	036,	2017-09-25 01:06:00
1867,	121,	2017-09-25 01:07:00
1868,	092,	2017-09-25 01:08:00
1869,	042,	2017-09-25 01:09:00
1870,	048,	2017-09-25 01:10:00
1871,	053,	2017-09-25 01:11:00
1872,	064,	2017-09-25 01:12:00
1873,	102,	2017-09-25 01:13:00
1874,	103,	2017-09-25 01:14:00
1875,	269,	2017-09-25 01:15:00
1876,	163,	2017-09-25 01:16:00
1877,	054,	2017-09-25 01:17:00
1878,	054,	2017-09-25 01:18:00
1879,	053,	2017-09-25 01:19:00
1880,	056,	2017-09-25 01:20:00
1881,	042,	2017-09-25 01:21:00
1882,	113,	2017-09-25 01:22:00
1883,	037,	2017-09-25 01:23:00
1884,	021,	2017-09-25 01:24:00
1885,	018,	2017-09-25 01:25:00
1886,	035,	2017-09-25 01:26:00
1887,	044,	2017-09-25 01:27:00
1888,	009,	2017-09-25 01:28:00
1889,	030,	2017-09-25 01:29:00
1890,	031,	2017-09-25 01:30:00
1891,	100,	2017-09-25 01:31:00
1892,	092,	2017-09-25 01:32:00
1893,	079,	2017-09-25 01:33:00
1894,	086,	2017-09-25 01:34:00
1895,	055,	2017-09-25 01:35:00
1896,	088,	2017-09-25 01:36:00
1897,	115,	2017-09-25 01:37:00
1898,	058,	2017-09-25 01:38:00
1899,	043,	2017-09-25 01:39:00
1900,	061,	2017-09-25 01:40:00
1901,	039,	2017-09-25 01:41:00
1902,	162,	2017-09-25 01:42:00
1903,	131,	2017-09-25 01:43:00
1904,	057,	2017-09-25 01:44:00
1905,	030,	2017-09-25 01:45:00
1906,	048,	2017-09-25 01:46:00
1907,	058,	2017-09-25 01:47:00
1908,	029,	2017-09-25 01:48:00
1909,	019,	2017-09-25 01:49:00
1910,	040,	2017-09-25 01:50:00
1911,	032,	2017-09-25 01:51:00
1912,	075,	2017-09-25 01:52:00
1913,	029,	2017-09-25 01:53:00
1914,	046,	2017-09-25 01:54:00
1915,	038,	2017-09-25 01:55:00
1916,	056,	2017-09-25 01:56:00
1917,	036,	2017-09-25 01:57:00
1918,	081,	2017-09-25 01:58:00
1919,	047,	2017-09-25 01:59:00
1920,	024,	2017-09-25 02:00:00
1921,	028,	2017-09-25 02:01:00
1922,	029,	2017-09-25 02:02:00
1923,	048,	2017-09-25 02:03:00
1924,	029,	2017-09-25 02:04:00
1925,	048,	2017-09-25 02:05:00
1926,	050,	2017-09-25 02:06:00
1927,	025,	2017-09-25 02:07:00
1928,	034,	2017-09-25 02:08:00
1929,	020,	2017-09-25 02:09:00
1930,	032,	2017-09-25 02:10:00
1931,	105,	2017-09-25 02:11:00
1932,	054,	2017-09-25 02:12:00
1933,	093,	2017-09-25 02:13:00
1934,	147,	2017-09-25 02:14:00
1935,	090,	2017-09-25 02:15:00
1936,	030,	2017-09-25 02:16:00
1937,	083,	2017-09-25 02:17:00
1938,	057,	2017-09-25 02:18:00
1939,	126,	2017-09-25 02:19:00
1940,	061,	2017-09-25 02:20:00
1941,	071,	2017-09-25 02:21:00
1942,	129,	2017-09-25 02:22:00
1943,	045,	2017-09-25 02:23:00
1944,	056,	2017-09-25 02:24:00
1945,	165,	2017-09-25 02:25:00
1946,	126,	2017-09-25 02:26:00
1947,	104,	2017-09-25 02:27:00
1948,	104,	2017-09-25 02:28:00
1949,	184,	2017-09-25 02:29:00
1950,	106,	2017-09-25 02:30:00
1951,	213,	2017-09-25 02:31:00
1952,	107,	2017-09-25 02:32:00
1953,	080,	2017-09-25 02:33:00
1954,	138,	2017-09-25 02:34:00
1955,	232,	2017-09-25 02:35:00
1956,	166,	2017-09-25 02:36:00
1957,	145,	2017-09-25 02:37:00
1958,	154,	2017-09-25 02:38:00
1959,	211,	2017-09-25 02:39:00
1960,	193,	2017-09-25 02:40:00
1961,	100,	2017-09-25 02:41:00
1962,	076,	2017-09-25 02:42:00
1963,	104,	2017-09-25 02:43:00
1964,	110,	2017-09-25 02:44:00
1965,	106,	2017-09-25 02:45:00
1966,	203,	2017-09-25 02:46:00
1967,	262,	2017-09-25 02:47:00
1968,	425,	2017-09-25 02:48:00
1969,	344,	2017-09-25 02:49:00
1970,	238,	2017-09-25 02:50:00
1971,	142,	2017-09-25 02:51:00
1972,	156,	2017-09-25 02:52:00
1973,	215,	2017-09-25 02:53:00
1974,	085,	2017-09-25 02:54:00
1975,	091,	2017-09-25 02:55:00
1976,	068,	2017-09-25 02:56:00
1977,	137,	2017-09-25 02:57:00
1978,	055,	2017-09-25 02:58:00
1979,	081,	2017-09-25 02:59:00
1980,	075,	2017-09-25 03:00:00
1981,	085,	2017-09-25 03:01:00
1982,	066,	2017-09-25 03:02:00
1983,	070,	2017-09-25 03:03:00
1984,	103,	2017-09-25 03:04:00
1985,	113,	2017-09-25 03:05:00
1986,	175,	2017-09-25 03:06:00
1987,	160,	2017-09-25 03:07:00
1988,	096,	2017-09-25 03:08:00
1989,	065,	2017-09-25 03:09:00
1990,	060,	2017-09-25 03:10:00
1991,	121,	2017-09-25 03:11:00
1992,	055,	2017-09-25 03:12:00
1993,	043,	2017-09-25 03:13:00
1994,	056,	2017-09-25 03:14:00
1995,	041,	2017-09-25 03:15:00
1996,	043,	2017-09-25 03:16:00
1997,	051,	2017-09-25 03:17:00
1998,	058,	2017-09-25 03:18:00
1999,	213,	2017-09-25 03:19:00
2000,	178,	2017-09-25 03:20:00
2001,	099,	2017-09-25 03:21:00
2002,	260,	2017-09-25 03:22:00
2003,	184,	2017-09-25 03:23:00
2004,	186,	2017-09-25 03:24:00
2005,	137,	2017-09-25 03:25:00
2006,	174,	2017-09-25 03:26:00
2007,	158,	2017-09-25 03:27:00
2008,	126,	2017-09-25 03:28:00
2009,	136,	2017-09-25 03:29:00
2010,	219,	2017-09-25 03:30:00
2011,	232,	2017-09-25 03:31:00
2012,	130,	2017-09-25 03:32:00
2013,	083,	2017-09-25 03:33:00
2014,	117,	2017-09-25 03:34:00
2015,	118,	2017-09-25 03:35:00
2016,	149,	2017-09-25 03:36:00
2017,	072,	2017-09-25 03:37:00
2018,	154,	2017-09-25 03:38:00
2019,	102,	2017-09-25 03:39:00
2020,	221,	2017-09-25 03:40:00
2021,	152,	2017-09-25 03:41:00
2022,	119,	2017-09-25 03:42:00
2023,	193,	2017-09-25 03:43:00
2024,	089,	2017-09-25 03:44:00
2025,	093,	2017-09-25 03:45:00
2026,	051,	2017-09-25 03:46:00
2027,	160,	2017-09-25 03:47:00
2028,	082,	2017-09-25 03:48:00
2029,	100,	2017-09-25 03:49:00
2030,	147,	2017-09-25 03:50:00
2031,	128,	2017-09-25 03:51:00
2032,	101,	2017-09-25 03:52:00
2033,	159,	2017-09-25 03:53:00
2034,	214,	2017-09-25 03:54:00
2035,	161,	2017-09-25 03:55:00
2036,	133,	2017-09-25 03:56:00
2037,	180,	2017-09-25 03:57:00
2038,	105,	2017-09-25 03:58:00
2039,	128,	2017-09-25 03:59:00
2040,	256,	2017-09-25 04:00:00
2041,	244,	2017-09-25 04:01:00
2042,	223,	2017-09-25 04:02:00
2043,	405,	2017-09-25 04:03:00
2044,	130,	2017-09-25 04:04:00
2045,	130,	2017-09-25 04:05:00
2046,	206,	2017-09-25 04:06:00
2047,	125,	2017-09-25 04:07:00
2048,	099,	2017-09-25 04:08:00
2049,	206,	2017-09-25 04:09:00
2050,	120,	2017-09-25 04:10:00
2051,	222,	2017-09-25 04:11:00
2052,	305,	2017-09-25 04:12:00
2053,	103,	2017-09-25 04:13:00
2054,	062,	2017-09-25 04:14:00
2055,	215,	2017-09-25 04:15:00
2056,	170,	2017-09-25 04:16:00
2057,	146,	2017-09-25 04:17:00
2058,	149,	2017-09-25 04:18:00
2059,	154,	2017-09-25 04:19:00
2060,	074,	2017-09-25 04:20:00
2061,	078,	2017-09-25 04:21:00
2062,	109,	2017-09-25 04:22:00
2063,	145,	2017-09-25 04:23:00
2064,	192,	2017-09-25 04:24:00
2065,	091,	2017-09-25 04:25:00
2066,	088,	2017-09-25 04:26:00
2067,	128,	2017-09-25 04:27:00
2068,	080,	2017-09-25 04:28:00
2069,	098,	2017-09-25 04:29:00
2070,	144,	2017-09-25 04:30:00
2071,	099,	2017-09-25 04:31:00
2072,	169,	2017-09-25 04:32:00
2073,	212,	2017-09-25 04:33:00
2074,	118,	2017-09-25 04:34:00
2075,	115,	2017-09-25 04:35:00
2076,	153,	2017-09-25 04:36:00
2077,	171,	2017-09-25 04:37:00
2078,	136,	2017-09-25 04:38:00
2079,	150,	2017-09-25 04:39:00
2080,	235,	2017-09-25 04:40:00
2081,	237,	2017-09-25 04:41:00
2082,	187,	2017-09-25 04:42:00
2083,	068,	2017-09-25 04:43:00
2084,	164,	2017-09-25 04:44:00
2085,	108,	2017-09-25 04:45:00
2086,	103,	2017-09-25 04:46:00
2087,	074,	2017-09-25 04:47:00
2088,	208,	2017-09-25 04:48:00
2089,	064,	2017-09-25 04:49:00
2090,	115,	2017-09-25 04:50:00
2091,	125,	2017-09-25 04:51:00
2092,	211,	2017-09-25 04:52:00
2093,	121,	2017-09-25 04:53:00
2094,	061,	2017-09-25 04:54:00
2095,	144,	2017-09-25 04:55:00
2096,	071,	2017-09-25 04:56:00
2097,	053,	2017-09-25 04:57:00
2098,	125,	2017-09-25 04:58:00
2099,	187,	2017-09-25 04:59:00
2100,	157,	2017-09-25 05:00:00
2101,	151,	2017-09-25 05:01:00
2102,	124,	2017-09-25 05:02:00
2103,	120,	2017-09-25 05:03:00
2104,	093,	2017-09-25 05:04:00
2105,	102,	2017-09-25 05:05:00
2106,	138,	2017-09-25 05:06:00
2107,	127,	2017-09-25 05:07:00
2108,	117,	2017-09-25 05:08:00
2109,	212,	2017-09-25 05:09:00
2110,	470,	2017-09-25 05:10:00
2111,	184,	2017-09-25 05:11:00
2112,	616,	2017-09-25 05:12:00
2113,	232,	2017-09-25 05:13:00
2114,	184,	2017-09-25 05:14:00
2115,	313,	2017-09-25 05:15:00
2116,	077,	2017-09-25 05:16:00
2117,	117,	2017-09-25 05:17:00
2118,	105,	2017-09-25 05:18:00
2119,	115,	2017-09-25 05:19:00
2120,	128,	2017-09-25 05:20:00
2121,	233,	2017-09-25 05:21:00
2122,	113,	2017-09-25 05:22:00
2123,	071,	2017-09-25 05:23:00
2124,	052,	2017-09-25 05:24:00
2125,	048,	2017-09-25 05:25:00
2126,	059,	2017-09-25 05:26:00
2127,	074,	2017-09-25 05:27:00
2128,	092,	2017-09-25 05:28:00
2129,	096,	2017-09-25 05:29:00
2130,	080,	2017-09-25 05:30:00
2131,	096,	2017-09-25 05:31:00
2132,	094,	2017-09-25 05:32:00
2133,	074,	2017-09-25 05:33:00
2134,	103,	2017-09-25 05:34:00
2135,	099,	2017-09-25 05:35:00
2136,	089,	2017-09-25 05:36:00
2137,	064,	2017-09-25 05:37:00
2138,	070,	2017-09-25 05:38:00
2139,	075,	2017-09-25 05:39:00
2140,	046,	2017-09-25 05:40:00
2141,	054,	2017-09-25 05:41:00
2142,	042,	2017-09-25 05:42:00
2143,	035,	2017-09-25 05:43:00
2144,	042,	2017-09-25 05:44:00
2145,	108,	2017-09-25 05:45:00
2146,	180,	2017-09-25 05:46:00
2147,	060,	2017-09-25 05:47:00
2148,	049,	2017-09-25 05:48:00
2149,	090,	2017-09-25 05:49:00
2150,	060,	2017-09-25 05:50:00
2151,	153,	2017-09-25 05:51:00
2152,	142,	2017-09-25 05:52:00
2153,	073,	2017-09-25 05:53:00
2154,	055,	2017-09-25 05:54:00
2155,	064,	2017-09-25 05:55:00
2156,	106,	2017-09-25 05:56:00
2157,	085,	2017-09-25 05:57:00
2158,	116,	2017-09-25 05:58:00
2159,	210,	2017-09-25 05:59:00
2160,	124,	2017-09-25 06:00:00
2161,	285,	2017-09-25 06:01:00
2162,	107,	2017-09-25 06:02:00
2163,	057,	2017-09-25 06:03:00
2164,	039,	2017-09-25 06:04:00
2165,	064,	2017-09-25 06:05:00
2166,	096,	2017-09-25 06:06:00
2167,	144,	2017-09-25 06:07:00
2168,	100,	2017-09-25 06:08:00
2169,	144,	2017-09-25 06:09:00
2170,	081,	2017-09-25 06:10:00
2171,	047,	2017-09-25 06:11:00
2172,	041,	2017-09-25 06:12:00
2173,	045,	2017-09-25 06:13:00
2174,	046,	2017-09-25 06:14:00
2175,	044,	2017-09-25 06:15:00
2176,	041,	2017-09-25 06:16:00
2177,	034,	2017-09-25 06:17:00
2178,	054,	2017-09-25 06:18:00
2179,	080,	2017-09-25 06:19:00
2180,	269,	2017-09-25 06:20:00
2181,	060,	2017-09-25 06:21:00
2182,	120,	2017-09-25 06:22:00
2183,	109,	2017-09-25 06:23:00
2184,	242,	2017-09-25 06:24:00
2185,	102,	2017-09-25 06:25:00
2186,	084,	2017-09-25 06:26:00
2187,	058,	2017-09-25 06:27:00
2188,	069,	2017-09-25 06:28:00
2189,	135,	2017-09-25 06:29:00
2190,	071,	2017-09-25 06:30:00
2191,	109,	2017-09-25 06:31:00
2192,	093,	2017-09-25 06:32:00
2193,	055,	2017-09-25 06:33:00
2194,	044,	2017-09-25 06:34:00
2195,	101,	2017-09-25 06:35:00
2196,	030,	2017-09-25 06:36:00
2197,	061,	2017-09-25 06:37:00
2198,	192,	2017-09-25 06:38:00
2199,	040,	2017-09-25 06:39:00
2200,	138,	2017-09-25 06:40:00
2201,	055,	2017-09-25 06:41:00
2202,	042,	2017-09-25 06:42:00
2203,	036,	2017-09-25 06:43:00
2204,	038,	2017-09-25 06:44:00
2205,	051,	2017-09-25 06:45:00
2206,	030,	2017-09-25 06:46:00
2207,	028,	2017-09-25 06:47:00
2208,	037,	2017-09-25 06:48:00
2209,	026,	2017-09-25 06:49:00
2210,	029,	2017-09-25 06:50:00
2211,	027,	2017-09-25 06:51:00
2212,	034,	2017-09-25 06:52:00
2213,	038,	2017-09-25 06:53:00
2214,	049,	2017-09-25 06:54:00
2215,	037,	2017-09-25 06:55:00
2216,	052,	2017-09-25 06:56:00
2217,	075,	2017-09-25 06:57:00
2218,	083,	2017-09-25 06:58:00
